price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
29990,2018,ram,good,8 cylinders,gas,104116,clean,automatic,4wd,full-size,truck,white,il
12600,2011,chevrolet,excellent,8 cylinders,gas,229641,clean,automatic,4wd,mid-size,truck,white,wi
6377,2008,subaru,excellent,4 cylinders,gas,131486,clean,automatic,4wd,compact,wagon,silver,oh
45000,2004,porsche,excellent,6 cylinders,gas,76500,clean,manual,4wd,mid-size,coupe,red,ca
29950,2015,ford,excellent,6 cylinders,gas,165182,clean,automatic,4wd,full-size,truck,black,mo
13500,2017,kia,like new,other,electric,46920,clean,automatic,fwd,mid-size,wagon,white,ca
12495,2013,hyundai,excellent,4 cylinders,gas,124906,clean,automatic,fwd,full-size,SUV,blue,il
7995,2019,dodge,fair,6 cylinders,gas,28266,salvage,automatic,4wd,full-size,SUV,black,ia
14799,2013,mercedes-benz,excellent,6 cylinders,gas,69300,clean,automatic,4wd,mid-size,sedan,white,pa
14500,2011,chevrolet,good,6 cylinders,gas,23032,clean,automatic,fwd,full-size,SUV,silver,il
6990,2008,ram,good,8 cylinders,gas,233871,clean,automatic,4wd,full-size,truck,black,nc
14249,2014,kia,excellent,4 cylinders,gas,100428,clean,automatic,fwd,full-size,SUV,silver,nj
9950,1995,chevrolet,excellent,8 cylinders,gas,64000,clean,automatic,rwd,compact,convertible,green,ok
7000,2013,toyota,excellent,4 cylinders,hybrid,156840,clean,automatic,fwd,mid-size,hatchback,silver,nc
12495,2012,toyota,excellent,6 cylinders,gas,133482,clean,automatic,4wd,full-size,SUV,grey,mn
7750,2009,chevrolet,good,6 cylinders,gas,162000,clean,automatic,rwd,mid-size,pickup,black,ks
14950,2007,ram,excellent,8 cylinders,gas,140650,clean,automatic,4wd,full-size,pickup,blue,ca
17895,2017,toyota,like new,4 cylinders,gas,40553,clean,automatic,fwd,mid-size,sedan,grey,tn
1,2014,ram,excellent,6 cylinders,gas,70995,clean,other,4wd,full-size,truck,grey,fl
28995,2020,honda,excellent,4 cylinders,gas,14000,clean,manual,fwd,compact,sedan,black,pa
14900,2008,ram,excellent,8 cylinders,gas,217681,clean,automatic,4wd,full-size,pickup,red,ks
8500,2010,ford,excellent,8 cylinders,gas,222000,clean,automatic,rwd,mid-size,truck,brown,ok
3490,2007,chevrolet,good,4 cylinders,gas,108000,clean,automatic,fwd,compact,coupe,blue,pa
22900,2016,jeep,excellent,6 cylinders,gas,72000,clean,automatic,4wd,full-size,SUV,grey,ia
26990,2016,chevrolet,good,8 cylinders,gas,75734,clean,automatic,rwd,full-size,truck,white,pa
33990,2007,chevrolet,good,8 cylinders,gas,77581,clean,automatic,rwd,full-size,truck,white,mi
8990,2006,nissan,good,6 cylinders,gas,97731,clean,automatic,rwd,compact,convertible,custom,fl
5495,2006,subaru,excellent,4 cylinders,gas,78000,clean,automatic,4wd,compact,wagon,green,ri
6990,2010,mercury,good,4 cylinders,gas,141226,clean,automatic,fwd,mid-size,SUV,grey,oh
36990,2019,chevrolet,like new,8 cylinders,gas,9000,salvage,automatic,4wd,full-size,truck,silver,ca
49990,2013,ford,good,8 cylinders,diesel,98689,clean,automatic,4wd,full-size,truck,white,de
12990,2014,ford,excellent,4 cylinders,gas,58500,clean,automatic,4wd,full-size,SUV,red,vt
2995,2004,volkswagen,excellent,4 cylinders,gas,173872,clean,automatic,fwd,compact,hatchback,grey,fl
16900,2018,kia,like new,4 cylinders,gas,33135,clean,automatic,fwd,compact,wagon,green,fl
13250,2014,audi,good,4 cylinders,gas,76200,clean,automatic,4wd,mid-size,sedan,white,wi
8945,2008,toyota,excellent,4 cylinders,gas,68781,clean,automatic,fwd,compact,sedan,silver,ky
10900,2013,volkswagen,excellent,4 cylinders,diesel,83000,clean,automatic,fwd,full-size,sedan,silver,va
45795,2019,ford,like new,6 cylinders,gas,59883,clean,automatic,4wd,full-size,truck,white,fl
24500,2016,mercedes-benz,excellent,6 cylinders,gas,70000,clean,automatic,4wd,mid-size,coupe,white,ny
27900,2018,toyota,excellent,4 cylinders,gas,45495,clean,automatic,rwd,full-size,truck,white,ca
38995,2006,gmc,good,8 cylinders,gas,88905,clean,automatic,rwd,full-size,truck,white,fl
7950,2012,toyota,good,4 cylinders,hybrid,156553,clean,automatic,fwd,mid-size,hatchback,silver,al
10995,2010,toyota,excellent,4 cylinders,gas,56286,clean,automatic,fwd,mid-size,sedan,brown,fl
14950,2015,honda,excellent,4 cylinders,gas,103837,clean,automatic,fwd,mid-size,sedan,grey,nm
8800,2005,nissan,good,8 cylinders,gas,196520,clean,automatic,4wd,full-size,truck,blue,nc
10995,2012,toyota,good,4 cylinders,gas,132312,clean,automatic,4wd,full-size,SUV,black,ny
20900,2019,volkswagen,excellent,4 cylinders,gas,28919,clean,automatic,4wd,full-size,wagon,blue,ak
56995,2019,chevrolet,excellent,8 cylinders,gas,20596,clean,automatic,4wd,full-size,pickup,blue,tx
8999,2008,acura,excellent,6 cylinders,gas,144360,clean,automatic,fwd,mid-size,sedan,white,ca
21995,2020,chevrolet,excellent,6 cylinders,gas,31954,clean,automatic,4wd,full-size,SUV,grey,vt
10000,2010,ford,excellent,8 cylinders,gas,189900,clean,automatic,rwd,full-size,pickup,silver,tx
207,2008,nissan,excellent,4 cylinders,gas,121527,clean,manual,fwd,mid-size,hatchback,blue,or
17900,2012,dodge,excellent,6 cylinders,gas,74287,clean,automatic,fwd,full-size,coupe,black,fl
56900,2019,ford,excellent,8 cylinders,diesel,19135,clean,automatic,4wd,full-size,truck,white,ma
6950,2012,kia,excellent,4 cylinders,gas,122000,clean,manual,fwd,compact,sedan,silver,ca
1,2015,mazda,excellent,4 cylinders,gas,75416,clean,other,4wd,compact,sedan,grey,fl
39988,2018,ford,excellent,8 cylinders,gas,61860,clean,automatic,4wd,full-size,truck,grey,il
29995,2018,jeep,good,6 cylinders,gas,83867,clean,automatic,4wd,full-size,SUV,black,ca
3900,2003,ford,excellent,8 cylinders,gas,142000,clean,automatic,4wd,full-size,truck,red,in
43900,2016,ford,excellent,8 cylinders,diesel,118000,clean,automatic,4wd,full-size,truck,black,va
4395,2003,chevrolet,good,6 cylinders,gas,171726,clean,automatic,4wd,full-size,truck,grey,nj
3600,2006,infiniti,excellent,6 cylinders,gas,165900,clean,automatic,4wd,mid-size,sedan,blue,nj
18988,2013,gmc,good,8 cylinders,gas,104081,clean,automatic,4wd,full-size,van,white,sd
15995,2014,ford,excellent,6 cylinders,gas,165676,clean,automatic,4wd,full-size,pickup,white,mn
16495,2012,ford,good,8 cylinders,gas,101030,clean,automatic,4wd,full-size,truck,silver,ny
23000,2014,infiniti,excellent,6 cylinders,gas,30900,clean,automatic,4wd,sub-compact,coupe,red,co
18900,2018,subaru,excellent,4 cylinders,gas,67985,clean,manual,4wd,mid-size,sedan,red,ca
4995,2010,ford,good,4 cylinders,gas,157157,clean,automatic,fwd,full-size,SUV,grey,ny
18900,2014,jeep,excellent,6 cylinders,gas,68003,clean,automatic,4wd,mid-size,SUV,black,ny
26900,2018,audi,excellent,4 cylinders,gas,22241,clean,automatic,fwd,compact,SUV,black,fl
14995,2016,chevrolet,like new,4 cylinders,gas,41861,clean,automatic,fwd,full-size,SUV,blue,nj
24995,2004,chevrolet,like new,8 cylinders,gas,45463,clean,automatic,rwd,compact,coupe,silver,ks
12900,1998,gmc,excellent,8 cylinders,gas,99325,clean,automatic,4wd,full-size,pickup,white,ok
6488,2008,chevrolet,excellent,8 cylinders,gas,240197,clean,automatic,4wd,full-size,truck,white,co
7995,2016,chevrolet,excellent,4 cylinders,gas,79004,rebuilt,automatic,fwd,compact,hatchback,grey,ks
10550,2011,honda,like new,4 cylinders,gas,56280,clean,automatic,fwd,full-size,SUV,brown,la
9990,2012,nissan,excellent,4 cylinders,gas,130700,clean,automatic,4wd,compact,wagon,white,wi
12495,2016,acura,like new,4 cylinders,gas,116883,clean,automatic,fwd,mid-size,sedan,grey,dc
24995,2014,ford,excellent,6 cylinders,gas,165148,clean,automatic,4wd,full-size,pickup,white,tx
6000,2013,chrysler,excellent,4 cylinders,gas,157398,clean,automatic,fwd,mid-size,sedan,black,mi
5995,2003,mercedes-benz,excellent,6 cylinders,gas,68000,clean,automatic,rwd,full-size,wagon,grey,fl
3999,2002,honda,good,4 cylinders,gas,118466,clean,automatic,fwd,compact,coupe,blue,nh
14995,2007,mercedes-benz,excellent,8 cylinders,gas,92425,clean,automatic,rwd,full-size,sedan,white,ca
25995,2011,toyota,good,8 cylinders,gas,94825,clean,automatic,4wd,full-size,pickup,black,ia
8990,2012,gmc,excellent,6 cylinders,gas,202988,clean,automatic,rwd,mid-size,SUV,red,sc
21900,2020,chevrolet,like new,6 cylinders,gas,3730,rebuilt,automatic,fwd,full-size,SUV,black,fl
7990,2010,subaru,excellent,4 cylinders,gas,155383,clean,automatic,4wd,full-size,sedan,silver,dc
11493,2015,hyundai,excellent,4 cylinders,hybrid,77983,clean,automatic,fwd,mid-size,sedan,silver,ny
33995,2016,chevrolet,excellent,8 cylinders,gas,107365,clean,automatic,4wd,full-size,pickup,red,tx
15995,2011,chevrolet,good,8 cylinders,gas,141710,clean,automatic,4wd,full-size,truck,brown,ma
16700,1984,mercedes-benz,excellent,5 cylinders,diesel,129305,clean,manual,rwd,mid-size,sedan,blue,md
15499,2010,gmc,excellent,8 cylinders,gas,128394,clean,automatic,4wd,full-size,SUV,white,co
24900,2013,ford,good,6 cylinders,gas,56864,clean,automatic,4wd,full-size,truck,grey,ia
9995,2014,subaru,excellent,4 cylinders,gas,133118,clean,automatic,4wd,full-size,wagon,blue,ma
5299,2004,chevrolet,good,6 cylinders,gas,180000,clean,automatic,rwd,full-size,pickup,grey,ks
16901,2014,gmc,excellent,8 cylinders,gas,192403,clean,automatic,4wd,mid-size,truck,grey,sd
26500,2018,chevrolet,excellent,4 cylinders,gas,19739,clean,automatic,rwd,compact,coupe,blue,fl
48695,2019,ram,like new,8 cylinders,gas,33289,clean,automatic,4wd,full-size,truck,blue,fl
6995,2011,nissan,good,other,electric,40643,clean,automatic,fwd,compact,hatchback,silver,or
13599,2016,hyundai,excellent,4 cylinders,gas,153383,clean,automatic,4wd,full-size,SUV,black,nj
13000,2011,mercedes-benz,excellent,8 cylinders,gas,115000,clean,automatic,rwd,full-size,coupe,black,ca
7995,2006,chevrolet,excellent,8 cylinders,gas,184652,clean,automatic,4wd,full-size,pickup,brown,pa
23995,2016,chevrolet,good,6 cylinders,gas,169057,clean,automatic,4wd,full-size,SUV,white,id
19995,2015,honda,excellent,6 cylinders,gas,121766,clean,automatic,4wd,full-size,SUV,white,nc
8100,2014,chevrolet,excellent,4 cylinders,gas,210155,clean,automatic,fwd,full-size,sedan,blue,sc
12950,2013,honda,excellent,4 cylinders,gas,120000,clean,automatic,4wd,full-size,SUV,white,mi
8265,2015,jeep,good,4 cylinders,gas,137760,clean,automatic,fwd,mid-size,SUV,blue,az
6950,2006,ford,good,6 cylinders,gas,105516,clean,manual,rwd,full-size,coupe,black,ky
13498,2014,chevrolet,good,6 cylinders,gas,105724,clean,automatic,4wd,mid-size,SUV,red,vt
9500,2014,ford,excellent,4 cylinders,gas,219581,clean,automatic,fwd,full-size,van,white,ky
7200,1988,chevrolet,excellent,8 cylinders,gas,112103,clean,manual,4wd,full-size,pickup,custom,co
3050,2006,volkswagen,excellent,5 cylinders,gas,150000,clean,automatic,fwd,full-size,sedan,grey,ca
22500,1993,toyota,excellent,6 cylinders,gas,219350,clean,automatic,4wd,full-size,SUV,silver,nm
9995,2011,ford,excellent,4 cylinders,gas,53129,clean,automatic,fwd,mid-size,sedan,white,ak
32619,2016,ram,excellent,8 cylinders,gas,89199,clean,automatic,4wd,full-size,pickup,blue,nc
13900,2017,nissan,like new,4 cylinders,gas,34779,clean,automatic,fwd,mid-size,sedan,red,ma
18990,2014,volkswagen,good,6 cylinders,diesel,102964,clean,automatic,4wd,full-size,SUV,white,mt
33990,2016,chevrolet,good,8 cylinders,gas,12398,clean,automatic,rwd,full-size,truck,white,ia
3995,2011,ford,excellent,4 cylinders,gas,207000,clean,automatic,fwd,mid-size,sedan,silver,wi
32950,2005,ford,excellent,8 cylinders,diesel,51979,clean,automatic,4wd,full-size,truck,brown,ca
36700,2019,ford,excellent,6 cylinders,gas,14985,clean,automatic,rwd,full-size,van,white,al
24990,2014,mitsubishi,good,4 cylinders,diesel,117851,clean,automatic,rwd,full-size,truck,white,ny
7875,2010,hyundai,excellent,6 cylinders,gas,122575,clean,automatic,4wd,full-size,SUV,blue,nj
15995,2015,audi,excellent,4 cylinders,diesel,67000,clean,automatic,fwd,compact,sedan,brown,ks
15495,2018,chevrolet,excellent,4 cylinders,gas,27317,clean,automatic,fwd,compact,wagon,white,mi
31995,2017,ram,excellent,8 cylinders,gas,65783,clean,automatic,4wd,full-size,pickup,white,ca
10900,2015,dodge,good,6 cylinders,gas,60589,clean,automatic,4wd,mid-size,SUV,blue,ma
3995,2003,honda,excellent,4 cylinders,gas,188000,clean,automatic,fwd,mid-size,SUV,green,fl
7800,2013,hyundai,excellent,4 cylinders,gas,116650,clean,automatic,fwd,full-size,sedan,grey,oh
15900,2005,chevrolet,excellent,8 cylinders,gas,127000,clean,automatic,4wd,full-size,SUV,grey,mo
7795,2010,lincoln,good,6 cylinders,gas,166222,clean,automatic,4wd,full-size,SUV,custom,mn
12400,2017,hyundai,excellent,4 cylinders,gas,65720,clean,automatic,fwd,mid-size,sedan,silver,in
9950,2010,ford,excellent,8 cylinders,gas,177000,clean,automatic,rwd,full-size,van,white,tn
9950,2010,ford,excellent,8 cylinders,gas,177000,clean,automatic,rwd,full-size,van,white,in
43900,2017,ford,excellent,8 cylinders,gas,24005,clean,automatic,4wd,full-size,truck,white,ma
10900,2010,honda,excellent,6 cylinders,gas,117057,clean,automatic,fwd,full-size,SUV,blue,nc
30500,2013,jeep,like new,8 cylinders,gas,129000,clean,automatic,4wd,full-size,SUV,white,il
17250,2013,nissan,excellent,6 cylinders,gas,90500,clean,automatic,4wd,full-size,pickup,silver,pa
23000,2012,cadillac,excellent,8 cylinders,gas,68258,clean,automatic,4wd,full-size,SUV,black,ny
17000,2020,nissan,new,other,gas,16590,rebuilt,automatic,fwd,mid-size,sedan,white,tx
16900,2016,chevrolet,excellent,6 cylinders,gas,72613,clean,automatic,rwd,full-size,truck,white,fl
15498,2013,ford,like new,6 cylinders,gas,66624,clean,automatic,fwd,mid-size,SUV,brown,fl
5990,2014,chevrolet,excellent,4 cylinders,gas,133722,clean,automatic,fwd,compact,sedan,silver,fl
15995,2013,audi,excellent,4 cylinders,gas,97301,clean,automatic,4wd,compact,sedan,red,or
7480,2004,lexus,excellent,6 cylinders,gas,147300,clean,automatic,4wd,full-size,SUV,grey,ca
18995,2015,mercedes-benz,excellent,6 cylinders,gas,98167,clean,automatic,4wd,mid-size,sedan,grey,il
13250,2002,chevrolet,good,8 cylinders,gas,82740,clean,automatic,rwd,mid-size,coupe,blue,ny
5699,2009,toyota,good,4 cylinders,gas,153500,clean,automatic,fwd,mid-size,sedan,silver,pa
28900,2016,ford,excellent,8 cylinders,diesel,170388,clean,automatic,4wd,full-size,pickup,white,ks
9850,2011,subaru,like new,6 cylinders,gas,132860,clean,automatic,4wd,mid-size,sedan,silver,ct
21998,2012,jeep,good,6 cylinders,gas,124093,clean,automatic,4wd,mid-size,SUV,silver,vt
4995,2007,bmw,good,6 cylinders,gas,164171,clean,automatic,fwd,mid-size,coupe,blue,de
14950,2015,ford,good,4 cylinders,gas,94557,clean,automatic,fwd,full-size,van,white,ky
28950,2017,ford,good,8 cylinders,gas,111142,clean,automatic,4wd,full-size,truck,white,in
10995,2011,lexus,excellent,6 cylinders,gas,114000,clean,automatic,fwd,mid-size,sedan,grey,ri
21988,2008,ford,good,8 cylinders,diesel,120000,clean,automatic,4wd,full-size,truck,red,fl
29990,2003,ford,good,8 cylinders,diesel,54703,clean,manual,4wd,full-size,truck,red,vt
21000,2014,ford,excellent,8 cylinders,gas,141000,clean,automatic,4wd,full-size,pickup,white,mi
20995,2018,toyota,like new,4 cylinders,gas,35700,clean,automatic,fwd,mid-size,sedan,blue,id
11995,2010,volvo,excellent,6 cylinders,gas,87000,clean,automatic,4wd,mid-size,SUV,white,az
13991,2015,nissan,excellent,6 cylinders,gas,75000,clean,automatic,4wd,full-size,SUV,silver,fl
10750,2014,jeep,good,4 cylinders,gas,99316,clean,automatic,fwd,mid-size,SUV,black,fl
5999,2010,ford,excellent,6 cylinders,gas,137957,clean,automatic,4wd,full-size,SUV,blue,va
6250,2009,chevrolet,excellent,6 cylinders,gas,123000,clean,automatic,fwd,full-size,sedan,white,in
19980,2012,chevrolet,excellent,8 cylinders,gas,97286,clean,automatic,4wd,full-size,pickup,silver,va
31900,2019,ford,excellent,6 cylinders,gas,29497,clean,automatic,rwd,full-size,van,white,al
35900,2012,gmc,excellent,8 cylinders,diesel,163000,clean,automatic,4wd,full-size,truck,red,va
4999,2007,honda,good,4 cylinders,gas,189000,clean,automatic,fwd,compact,sedan,brown,ma
41455,2021,ford,new,4 cylinders,gas,1,clean,automatic,4wd,mid-size,SUV,red,ne
9988,2005,chevrolet,good,8 cylinders,gas,218034,clean,automatic,rwd,full-size,truck,white,sc
14500,2014,ford,like new,6 cylinders,gas,150362,clean,automatic,rwd,full-size,truck,white,sc
12990,1997,jeep,good,6 cylinders,gas,140100,clean,automatic,4wd,mid-size,SUV,green,il
40990,2017,chevrolet,excellent,8 cylinders,gas,47021,clean,automatic,4wd,full-size,pickup,blue,fl
11950,2013,audi,like new,4 cylinders,gas,95000,clean,automatic,4wd,mid-size,sedan,white,mi
8600,2011,toyota,excellent,4 cylinders,hybrid,104000,clean,automatic,fwd,mid-size,hatchback,red,mo
22000,1982,jeep,excellent,6 cylinders,gas,39089,clean,manual,4wd,compact,other,white,de
4999,2007,hyundai,good,6 cylinders,gas,173048,clean,automatic,fwd,full-size,SUV,blue,pa
4500,2005,toyota,good,6 cylinders,gas,181680,clean,automatic,fwd,full-size,sedan,green,ca
21995,2006,ram,good,6 cylinders,diesel,154735,clean,automatic,4wd,full-size,truck,blue,vt
1295,2010,chevrolet,excellent,6 cylinders,gas,127475,clean,automatic,fwd,full-size,sedan,red,oh
14995,2009,chevrolet,good,8 cylinders,gas,195221,clean,automatic,4wd,full-size,truck,black,ks
22500,2014,ford,good,8 cylinders,gas,45821,clean,automatic,rwd,full-size,van,white,id
7985,2005,toyota,excellent,6 cylinders,gas,120061,clean,automatic,4wd,full-size,SUV,black,ky
21995,2016,chevrolet,excellent,6 cylinders,gas,80022,clean,automatic,4wd,full-size,SUV,grey,mn
10995,2011,kia,good,6 cylinders,gas,73511,clean,automatic,fwd,mid-size,SUV,silver,dc
6990,2009,nissan,excellent,4 cylinders,gas,63766,clean,automatic,fwd,compact,hatchback,silver,pa
1,2019,ram,excellent,10 cylinders,gas,31397,clean,other,4wd,full-size,truck,custom,fl
14700,2008,porsche,excellent,8 cylinders,gas,130500,clean,automatic,4wd,mid-size,SUV,brown,nc
4995,2008,volvo,good,6 cylinders,gas,209559,clean,automatic,4wd,mid-size,SUV,black,co
3300,2003,subaru,excellent,4 cylinders,gas,92321,clean,automatic,4wd,compact,sedan,red,nj
7999,2013,ford,like new,4 cylinders,gas,110000,clean,automatic,fwd,full-size,SUV,white,tx
1,2014,cadillac,excellent,8 cylinders,gas,23505,clean,other,4wd,mid-size,coupe,grey,fl
25199,2019,chevrolet,good,6 cylinders,gas,34775,clean,automatic,rwd,full-size,van,white,nc
18995,2017,chevrolet,excellent,6 cylinders,gas,59921,clean,automatic,fwd,full-size,SUV,silver,mn
9950,2012,hyundai,excellent,4 cylinders,gas,122691,clean,automatic,fwd,mid-size,sedan,silver,ca
1,2018,dodge,excellent,8 cylinders,gas,34526,clean,other,4wd,compact,wagon,white,fl
2200,1984,toyota,fair,6 cylinders,gas,82000,clean,manual,rwd,compact,hatchback,blue,az
28800,2016,chevrolet,like new,8 cylinders,gas,118907,clean,automatic,4wd,full-size,truck,black,ok
16995,2017,nissan,excellent,4 cylinders,gas,53000,clean,automatic,fwd,mid-size,sedan,black,az
5491,2006,mercedes-benz,excellent,6 cylinders,gas,222658,clean,automatic,rwd,mid-size,sedan,black,fl
9000,2004,rover,excellent,8 cylinders,gas,65165,clean,automatic,4wd,full-size,SUV,green,ny
8200,2010,ford,good,6 cylinders,gas,123400,clean,automatic,4wd,full-size,SUV,black,pa
5900,2007,honda,good,6 cylinders,gas,192642,clean,automatic,4wd,mid-size,SUV,green,ia
9995,1997,dodge,excellent,6 cylinders,gas,81029,clean,automatic,4wd,mid-size,pickup,green,wi
5800,2015,kia,excellent,4 cylinders,gas,155000,clean,automatic,fwd,compact,wagon,grey,nm
45425,2015,ford,excellent,8 cylinders,diesel,89437,clean,automatic,4wd,full-size,pickup,red,nc
69433,2020,ford,like new,6 cylinders,gas,9802,clean,automatic,4wd,full-size,van,silver,va
10000,2016,chevrolet,excellent,4 cylinders,gas,99728,clean,automatic,fwd,compact,sedan,white,ks
41900,2017,ford,excellent,8 cylinders,gas,42420,clean,automatic,4wd,full-size,pickup,grey,fl
2500,2008,pontiac,fair,6 cylinders,gas,119000,clean,automatic,fwd,mid-size,convertible,black,ca
15990,2015,mazda,excellent,4 cylinders,gas,89700,clean,automatic,rwd,mid-size,SUV,silver,nv
2995,2002,chevrolet,excellent,6 cylinders,gas,222995,clean,automatic,rwd,full-size,SUV,red,fl
26990,2017,chevrolet,good,8 cylinders,gas,133329,clean,automatic,4wd,full-size,truck,silver,mt
23500,2016,buick,excellent,6 cylinders,gas,66000,clean,automatic,4wd,full-size,SUV,purple,mi
16500,2012,ford,excellent,8 cylinders,gas,92889,clean,automatic,rwd,full-size,truck,white,ri
14700,2012,buick,excellent,6 cylinders,gas,100039,clean,automatic,4wd,full-size,SUV,white,va
5590,2007,jeep,excellent,6 cylinders,gas,94902,clean,automatic,4wd,mid-size,SUV,white,nc
44990,2015,ram,good,6 cylinders,diesel,80733,clean,automatic,4wd,full-size,truck,white,wi
13915,2011,honda,excellent,6 cylinders,gas,115881,clean,automatic,fwd,full-size,SUV,blue,ky
3000,2017,kia,new,4 cylinders,gas,16201,clean,automatic,fwd,full-size,sedan,grey,fl
16450,2017,ford,excellent,4 cylinders,gas,63851,clean,automatic,fwd,mid-size,sedan,white,ca
3950,2001,toyota,excellent,4 cylinders,gas,141000,clean,automatic,fwd,full-size,sedan,silver,mn
22500,1956,ford,good,8 cylinders,gas,85764,clean,manual,rwd,mid-size,convertible,blue,in
8995,2007,ford,excellent,8 cylinders,gas,163340,clean,automatic,4wd,full-size,SUV,white,nj
10700,2011,honda,good,4 cylinders,gas,171457,clean,automatic,fwd,mid-size,coupe,silver,ca
15995,2018,nissan,excellent,4 cylinders,gas,48827,clean,automatic,fwd,mid-size,sedan,grey,tx
47990,2014,ford,good,8 cylinders,diesel,39253,clean,automatic,4wd,full-size,truck,white,vt
11599,2010,lexus,excellent,6 cylinders,gas,120941,clean,automatic,fwd,full-size,SUV,grey,ks
6999,2009,toyota,excellent,4 cylinders,gas,151500,clean,automatic,fwd,mid-size,sedan,blue,ca
26990,1998,mitsubishi,good,4 cylinders,diesel,166302,clean,manual,rwd,full-size,truck,white,ia
10991,2014,gmc,excellent,4 cylinders,gas,85000,clean,manual,fwd,full-size,SUV,white,fl
6950,2011,honda,excellent,4 cylinders,gas,164453,clean,automatic,4wd,mid-size,SUV,black,ct
5500,1995,buick,excellent,6 cylinders,gas,55812,clean,automatic,fwd,full-size,sedan,red,ny
8000,2017,jeep,excellent,4 cylinders,gas,188410,clean,automatic,4wd,mid-size,SUV,white,wi
39900,1955,chevrolet,excellent,8 cylinders,gas,9250,clean,manual,rwd,full-size,sedan,brown,pa
11688,2012,toyota,excellent,4 cylinders,hybrid,63417,clean,automatic,fwd,mid-size,sedan,grey,ca
25990,2006,chevrolet,good,8 cylinders,gas,73360,clean,automatic,rwd,full-size,truck,white,mi
13990,2010,chevrolet,excellent,8 cylinders,gas,162810,clean,automatic,rwd,full-size,truck,grey,sc
7249,2012,subaru,excellent,4 cylinders,gas,135642,salvage,automatic,4wd,compact,SUV,silver,co
48900,2018,chevrolet,like new,8 cylinders,diesel,43034,rebuilt,automatic,4wd,full-size,truck,black,tn
17519,2014,ram,good,8 cylinders,gas,102725,clean,automatic,rwd,full-size,truck,grey,tn
15939,2018,hyundai,good,4 cylinders,gas,71725,clean,automatic,4wd,full-size,SUV,silver,ky
11995,2003,mercedes-benz,good,8 cylinders,gas,75040,clean,automatic,rwd,mid-size,convertible,silver,or
20990,2006,chevrolet,good,8 cylinders,diesel,134296,clean,automatic,rwd,full-size,truck,white,oh
22599,2018,ford,good,6 cylinders,gas,74619,clean,automatic,fwd,full-size,SUV,custom,tn
4200,2005,toyota,good,4 cylinders,hybrid,206000,clean,automatic,fwd,mid-size,hatchback,grey,mo
32900,2011,ford,excellent,10 cylinders,gas,121000,clean,automatic,4wd,full-size,truck,white,ok
19995,2014,toyota,excellent,6 cylinders,gas,91905,clean,automatic,fwd,full-size,mini-van,white,ca
9995,2009,subaru,excellent,4 cylinders,gas,87405,clean,automatic,4wd,mid-size,SUV,blue,pa
16977,2016,nissan,good,8 cylinders,gas,110034,clean,automatic,rwd,full-size,van,white,fl
10999,2010,acura,excellent,4 cylinders,gas,116444,clean,automatic,fwd,compact,sedan,white,ca
2995,2006,chrysler,fair,4 cylinders,gas,96328,clean,automatic,fwd,mid-size,convertible,white,ny
4000,2001,honda,excellent,4 cylinders,gas,55708,clean,automatic,fwd,compact,coupe,silver,pa
37900,2020,chevrolet,like new,8 cylinders,gas,5622,clean,automatic,rwd,full-size,truck,white,tn
15000,2008,ford,excellent,8 cylinders,gas,84000,clean,automatic,rwd,full-size,truck,white,wi
24995,2019,bmw,like new,4 cylinders,gas,28000,rebuilt,automatic,4wd,compact,hatchback,black,nj
9950,2011,jeep,excellent,6 cylinders,gas,133025,clean,automatic,4wd,mid-size,SUV,green,ks
31700,2019,mercedes-benz,like new,4 cylinders,gas,23943,clean,automatic,fwd,compact,sedan,white,tx
23900,2019,dodge,excellent,6 cylinders,gas,36049,clean,automatic,rwd,mid-size,coupe,blue,ca
18995,2014,ford,good,8 cylinders,gas,194365,clean,automatic,4wd,full-size,truck,custom,dc
22995,2001,chevrolet,good,8 cylinders,gas,87110,clean,manual,rwd,mid-size,coupe,grey,ny
29995,2016,ford,excellent,8 cylinders,gas,145979,clean,automatic,4wd,full-size,truck,black,wi
14500,2000,ford,good,8 cylinders,diesel,110000,clean,automatic,4wd,full-size,truck,white,nc
6900,2013,nissan,good,4 cylinders,gas,156992,clean,automatic,fwd,full-size,sedan,red,tx
47500,2019,ram,like new,8 cylinders,gas,37850,clean,automatic,rwd,full-size,pickup,black,ca
11500,2013,acura,excellent,6 cylinders,gas,153000,clean,automatic,4wd,mid-size,SUV,black,nh
4997,2008,chevrolet,like new,4 cylinders,gas,160728,clean,automatic,fwd,compact,coupe,white,az
4500,1998,gmc,good,8 cylinders,gas,206000,clean,automatic,4wd,full-size,truck,green,co
13500,1993,honda,good,4 cylinders,gas,56505,clean,manual,fwd,compact,coupe,red,ca
6495,2007,toyota,good,6 cylinders,gas,135774,clean,automatic,fwd,full-size,van,silver,ct
8795,2012,kia,good,4 cylinders,gas,107000,clean,automatic,fwd,mid-size,sedan,red,ca
16698,2013,jeep,like new,6 cylinders,gas,84887,clean,automatic,rwd,mid-size,SUV,grey,fl
6900,2012,jeep,excellent,4 cylinders,gas,114086,clean,automatic,4wd,full-size,SUV,grey,ma
3500,1998,mercury,good,8 cylinders,gas,109000,clean,automatic,rwd,full-size,sedan,silver,fl
