price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
5999,2008,nissan,excellent,4 cylinders,gas,126900,clean,automatic,fwd,mid-size,sedan,blue,ca
1,2015,lexus,excellent,10 cylinders,gas,77613,clean,other,4wd,compact,sedan,white,fl
8000,2000,jeep,good,6 cylinders,gas,100,clean,automatic,4wd,full-size,hatchback,grey,nc
9995,2012,chevrolet,excellent,6 cylinders,gas,150539,clean,automatic,4wd,full-size,SUV,white,ia
24995,2013,chevrolet,like new,8 cylinders,gas,157192,clean,automatic,4wd,full-size,truck,white,mt
33990,2016,chevrolet,good,8 cylinders,gas,12398,clean,automatic,rwd,full-size,truck,white,ok
4150,2006,jeep,good,8 cylinders,gas,180000,clean,automatic,4wd,full-size,SUV,custom,il
45700,2016,ram,excellent,6 cylinders,diesel,108340,clean,automatic,4wd,full-size,pickup,grey,co
3995,2004,infiniti,excellent,6 cylinders,gas,142666,clean,automatic,4wd,full-size,sedan,silver,va
20995,2011,ford,excellent,8 cylinders,gas,102785,clean,automatic,4wd,full-size,pickup,white,tx
18991,2016,subaru,excellent,4 cylinders,gas,80020,clean,automatic,4wd,full-size,SUV,black,tn
40900,2021,toyota,good,6 cylinders,gas,1582,clean,automatic,4wd,full-size,truck,silver,la
8980,2012,nissan,good,6 cylinders,gas,188617,clean,automatic,rwd,full-size,truck,black,nc
20990,2019,chevrolet,like new,4 cylinders,gas,56389,clean,automatic,4wd,mid-size,SUV,white,nc
3200,2009,honda,excellent,6 cylinders,gas,103788,clean,automatic,fwd,compact,coupe,blue,ma
10500,2008,ford,good,8 cylinders,diesel,190000,clean,manual,4wd,full-size,truck,black,mt
4995,2012,hyundai,good,4 cylinders,gas,164905,clean,automatic,fwd,compact,sedan,white,tx
24990,2008,ford,good,8 cylinders,gas,139567,clean,automatic,rwd,full-size,truck,white,vt
7995,2011,chevrolet,good,4 cylinders,gas,152114,clean,automatic,4wd,full-size,SUV,custom,mn
9999,2018,dodge,excellent,6 cylinders,gas,48888,clean,automatic,rwd,full-size,van,custom,tx
27995,2016,mercedes-benz,like new,6 cylinders,gas,74414,clean,automatic,4wd,mid-size,SUV,white,or
5995,2008,subaru,excellent,4 cylinders,gas,121074,clean,automatic,4wd,mid-size,SUV,brown,ny
4995,2000,mercury,excellent,8 cylinders,gas,122252,clean,automatic,rwd,full-size,sedan,silver,fl
5940,2009,ford,excellent,6 cylinders,gas,103110,clean,automatic,fwd,mid-size,sedan,white,sc
10404,2013,ford,excellent,6 cylinders,gas,111021,clean,automatic,4wd,mid-size,SUV,silver,wi
45000,2019,ram,excellent,8 cylinders,gas,45785,clean,automatic,4wd,full-size,pickup,white,ks
1800,1973,chevrolet,good,8 cylinders,gas,50000,clean,manual,rwd,full-size,truck,white,id
6900,2007,ford,good,6 cylinders,gas,126000,clean,automatic,4wd,mid-size,SUV,grey,mi
15995,2013,mercedes-benz,excellent,4 cylinders,gas,108844,clean,automatic,rwd,compact,sedan,white,tx
5250,2007,audi,good,4 cylinders,gas,121924,clean,manual,4wd,compact,sedan,blue,co
10500,2007,saturn,excellent,4 cylinders,gas,8200,clean,manual,rwd,compact,convertible,silver,az
8945,2008,toyota,excellent,4 cylinders,gas,68781,clean,automatic,fwd,compact,sedan,silver,ky
10450,2012,toyota,excellent,4 cylinders,hybrid,127386,clean,automatic,fwd,mid-size,sedan,silver,ca
32500,2011,ford,excellent,8 cylinders,diesel,165697,clean,automatic,4wd,full-size,truck,white,fl
17800,2008,jeep,excellent,6 cylinders,gas,159079,clean,automatic,4wd,full-size,offroad,white,sc
21900,2007,ram,excellent,6 cylinders,diesel,191000,clean,automatic,4wd,full-size,truck,white,va
7999,2014,hyundai,excellent,4 cylinders,gas,41900,clean,automatic,fwd,full-size,sedan,blue,nj
18750,2006,ford,excellent,6 cylinders,diesel,93382,clean,automatic,4wd,full-size,truck,white,ma
23900,2005,chevrolet,good,8 cylinders,gas,43242,clean,manual,rwd,mid-size,convertible,black,ia
12985,2010,audi,excellent,6 cylinders,gas,89203,clean,automatic,4wd,full-size,SUV,silver,ky
6500,2010,honda,excellent,4 cylinders,gas,130000,clean,automatic,fwd,full-size,sedan,black,nv
34500,2015,ford,excellent,8 cylinders,gas,109892,clean,automatic,4wd,full-size,truck,white,ny
14589,2014,chevrolet,excellent,4 cylinders,gas,58830,clean,automatic,fwd,mid-size,SUV,silver,wi
10700,2007,lexus,excellent,6 cylinders,gas,116000,clean,automatic,rwd,mid-size,sedan,white,ca
4990,2006,bmw,excellent,6 cylinders,gas,169001,clean,automatic,fwd,mid-size,sedan,blue,sc
2500,2008,dodge,good,4 cylinders,gas,204159,clean,automatic,fwd,mid-size,wagon,white,pa
10585,2010,ford,excellent,8 cylinders,gas,153516,clean,automatic,4wd,full-size,SUV,white,wi
8995,2011,toyota,good,4 cylinders,hybrid,111096,clean,automatic,fwd,sub-compact,hatchback,grey,or
59900,2018,ford,excellent,6 cylinders,gas,57000,clean,automatic,4wd,full-size,pickup,black,ne
24495,2016,jeep,excellent,6 cylinders,gas,59900,clean,automatic,4wd,mid-size,SUV,black,ny
23995,2018,buick,excellent,4 cylinders,gas,43323,clean,automatic,fwd,compact,SUV,brown,mi
4995,2009,toyota,excellent,4 cylinders,hybrid,99000,clean,automatic,fwd,compact,other,custom,fl
10999,2013,volkswagen,excellent,4 cylinders,gas,68110,clean,automatic,fwd,mid-size,sedan,grey,al
14999,2015,ford,excellent,6 cylinders,gas,56150,clean,automatic,fwd,full-size,SUV,blue,co
17995,2018,chevrolet,excellent,4 cylinders,gas,119316,clean,automatic,rwd,mid-size,pickup,white,az
23900,2016,ford,excellent,8 cylinders,gas,163677,clean,automatic,4wd,full-size,truck,white,in
19900,2005,chevrolet,excellent,8 cylinders,diesel,142000,clean,automatic,rwd,full-size,truck,white,ca
7000,2004,chevrolet,excellent,8 cylinders,gas,202615,clean,automatic,4wd,full-size,pickup,white,nj
4750,2005,subaru,good,4 cylinders,gas,107737,clean,automatic,4wd,mid-size,wagon,blue,pa
23995,2018,jeep,like new,4 cylinders,gas,17801,clean,automatic,4wd,mid-size,SUV,green,ak
9950,2010,ford,excellent,8 cylinders,gas,177000,clean,automatic,rwd,full-size,van,white,in
42995,2019,ram,good,6 cylinders,diesel,135000,clean,automatic,4wd,full-size,truck,white,pa
7500,2007,jeep,excellent,6 cylinders,gas,136753,clean,automatic,4wd,full-size,SUV,black,fl
32995,2014,ram,excellent,6 cylinders,diesel,59969,clean,automatic,4wd,mid-size,truck,white,wi
8450,2004,chevrolet,good,8 cylinders,gas,245830,clean,automatic,rwd,full-size,truck,white,mi
37900,2018,chevrolet,excellent,8 cylinders,gas,23000,clean,automatic,4wd,full-size,truck,black,ga
26500,2016,bmw,like new,6 cylinders,gas,34200,clean,automatic,4wd,full-size,SUV,white,oh
20317,2019,mitsubishi,good,4 cylinders,gas,46198,clean,automatic,4wd,full-size,SUV,brown,ky
15000,1996,ford,good,8 cylinders,gas,52686,clean,manual,rwd,full-size,truck,white,tx
36995,2017,chevrolet,excellent,8 cylinders,gas,64589,clean,automatic,4wd,full-size,pickup,white,ca
28990,2019,nissan,good,6 cylinders,gas,31324,clean,automatic,rwd,full-size,van,white,pa
23388,2013,jeep,excellent,6 cylinders,gas,136875,clean,automatic,4wd,full-size,offroad,black,nc
11000,2011,honda,like new,6 cylinders,gas,178175,clean,automatic,4wd,mid-size,SUV,blue,va
12995,2013,hyundai,excellent,4 cylinders,gas,88014,clean,automatic,4wd,compact,SUV,silver,wi
7500,2012,toyota,good,4 cylinders,gas,139000,clean,automatic,fwd,compact,sedan,grey,tx
9880,2012,dodge,fair,6 cylinders,gas,116000,clean,automatic,4wd,full-size,SUV,black,ia
14977,2013,ford,good,8 cylinders,gas,119313,clean,automatic,rwd,full-size,van,white,fl
34990,2017,ram,good,8 cylinders,gas,135740,clean,automatic,4wd,full-size,truck,white,va
37923,2012,ford,excellent,8 cylinders,diesel,138764,clean,automatic,4wd,full-size,pickup,black,nc
11900,2014,mini,excellent,4 cylinders,gas,94162,clean,automatic,fwd,compact,SUV,white,nv
14700,2014,ford,excellent,8 cylinders,gas,230223,clean,automatic,rwd,full-size,pickup,blue,fl
17665,2018,chevrolet,excellent,4 cylinders,gas,78448,clean,automatic,4wd,full-size,SUV,blue,vt
12900,2011,chevrolet,excellent,8 cylinders,gas,82901,clean,automatic,rwd,full-size,van,grey,ny
9995,2012,volkswagen,excellent,4 cylinders,gas,108371,clean,automatic,4wd,mid-size,SUV,black,ri
7885,2004,jaguar,like new,8 cylinders,gas,141815,clean,automatic,rwd,full-size,sedan,black,sc
8495,2011,ford,excellent,8 cylinders,gas,208552,clean,automatic,rwd,mid-size,van,white,mo
3995,2010,chevrolet,good,4 cylinders,gas,221254,clean,automatic,fwd,mid-size,wagon,black,mi
38990,2013,chevrolet,good,8 cylinders,gas,134000,clean,automatic,rwd,full-size,truck,white,ky
3700,2005,chrysler,excellent,6 cylinders,gas,97000,clean,automatic,fwd,mid-size,convertible,silver,mi
24950,2014,chrysler,excellent,6 cylinders,gas,115537,clean,automatic,fwd,full-size,van,blue,mn
15890,2016,chevrolet,excellent,8 cylinders,gas,152745,clean,automatic,rwd,full-size,van,white,ms
7200,2014,ford,excellent,4 cylinders,gas,161678,clean,automatic,4wd,mid-size,SUV,blue,oh
9995,2007,acura,excellent,6 cylinders,gas,143900,clean,automatic,fwd,mid-size,sedan,silver,ny
6995,2015,nissan,excellent,4 cylinders,gas,133000,clean,automatic,fwd,compact,sedan,white,va
4500,2007,buick,excellent,6 cylinders,gas,160000,clean,automatic,fwd,mid-size,sedan,grey,pa
7800,2003,bmw,excellent,6 cylinders,gas,68000,clean,automatic,rwd,mid-size,sedan,grey,ny
8950,2009,jeep,excellent,4 cylinders,gas,139449,clean,automatic,fwd,mid-size,SUV,white,ca
39995,2017,ford,excellent,6 cylinders,gas,16456,clean,automatic,4wd,mid-size,SUV,white,ca
2499,1999,ford,good,4 cylinders,gas,109000,clean,automatic,fwd,compact,sedan,red,or
15000,1990,cadillac,excellent,8 cylinders,gas,34000,clean,automatic,rwd,full-size,other,grey,oh
44990,2012,ford,good,8 cylinders,diesel,52307,clean,automatic,4wd,full-size,truck,white,pa
6900,2008,volvo,good,5 cylinders,gas,86344,clean,automatic,fwd,sub-compact,convertible,black,il
14980,2016,nissan,excellent,6 cylinders,gas,185193,clean,automatic,rwd,full-size,van,white,ms
16900,2008,jeep,excellent,6 cylinders,gas,118259,clean,automatic,4wd,mid-size,offroad,black,fl
8495,2014,mazda,excellent,4 cylinders,gas,103870,clean,automatic,fwd,full-size,sedan,brown,il
6495,2008,ford,good,6 cylinders,gas,123900,clean,automatic,4wd,mid-size,sedan,grey,wi
23900,2018,ford,excellent,6 cylinders,gas,75912,clean,automatic,rwd,full-size,truck,black,ca
10495,2015,hyundai,excellent,4 cylinders,gas,90000,clean,automatic,fwd,compact,sedan,blue,fl
1,2013,mercedes-benz,excellent,8 cylinders,gas,79856,clean,other,4wd,compact,wagon,white,fl
10300,2010,nissan,excellent,4 cylinders,gas,73246,clean,automatic,fwd,mid-size,pickup,red,tx
3995,2007,hyundai,good,6 cylinders,gas,129040,clean,automatic,fwd,mid-size,sedan,silver,or
2900,2002,honda,excellent,6 cylinders,gas,159000,clean,automatic,fwd,full-size,sedan,custom,nj
14980,2016,nissan,excellent,6 cylinders,gas,185193,clean,automatic,rwd,full-size,van,white,al
5995,2011,chevrolet,excellent,4 cylinders,gas,125588,clean,automatic,fwd,compact,sedan,grey,il
3800,2001,ford,fair,6 cylinders,gas,115335,clean,automatic,rwd,mid-size,truck,red,pa
52990,2014,ford,good,8 cylinders,diesel,15886,clean,automatic,4wd,full-size,truck,white,md
12995,2013,honda,good,4 cylinders,gas,85311,clean,automatic,fwd,mid-size,sedan,grey,ny
22599,2018,ford,good,6 cylinders,gas,74619,clean,automatic,fwd,full-size,SUV,custom,tn
17995,2017,buick,excellent,4 cylinders,gas,8682,clean,automatic,fwd,compact,SUV,white,mi
34990,2017,ram,good,8 cylinders,gas,135740,clean,automatic,4wd,full-size,truck,white,in
44140,2021,chevrolet,new,6 cylinders,gas,6,clean,automatic,4wd,mid-size,SUV,grey,wa
8995,2009,honda,excellent,4 cylinders,gas,71204,clean,automatic,fwd,mid-size,sedan,silver,pa
7995,2013,ford,excellent,4 cylinders,gas,105650,clean,automatic,fwd,full-size,SUV,black,ca
4298,2013,chrysler,excellent,6 cylinders,gas,205000,clean,automatic,fwd,mid-size,sedan,black,ok
17995,2001,porsche,excellent,6 cylinders,gas,83776,clean,automatic,rwd,mid-size,convertible,black,ok
12999,2005,toyota,excellent,8 cylinders,gas,138189,clean,automatic,rwd,full-size,SUV,grey,ca
10901,2013,gmc,excellent,4 cylinders,gas,116140,clean,automatic,4wd,full-size,SUV,black,ok
17990,2016,gmc,good,6 cylinders,gas,76839,clean,automatic,fwd,full-size,SUV,white,mn
22000,2015,mercedes-benz,excellent,6 cylinders,gas,83000,clean,automatic,4wd,full-size,SUV,black,tx
13900,2010,chevrolet,good,8 cylinders,gas,175830,clean,automatic,4wd,full-size,truck,white,wi
3700,2012,fiat,excellent,4 cylinders,gas,105581,clean,manual,fwd,compact,hatchback,red,pa
27990,2008,ford,good,8 cylinders,gas,83459,clean,automatic,rwd,full-size,truck,white,wi
12600,2007,infiniti,excellent,6 cylinders,gas,36279,clean,automatic,4wd,full-size,sedan,silver,wv
6350,2008,honda,good,4 cylinders,gas,236473,clean,automatic,fwd,mid-size,SUV,red,az
8950,2012,ford,excellent,6 cylinders,gas,157614,clean,automatic,fwd,mid-size,wagon,brown,ak
8995,2014,kia,excellent,4 cylinders,gas,93000,clean,automatic,fwd,mid-size,SUV,brown,or
36900,2009,mercedes-benz,excellent,8 cylinders,gas,29984,clean,automatic,rwd,mid-size,convertible,black,ny
10495,2011,ford,excellent,6 cylinders,gas,166167,clean,automatic,4wd,full-size,SUV,brown,in
8992,2013,toyota,like new,4 cylinders,hybrid,113403,clean,automatic,fwd,compact,sedan,silver,fl
20990,2006,chevrolet,good,8 cylinders,diesel,134296,clean,automatic,rwd,full-size,truck,white,ny
17997,2008,chevrolet,excellent,8 cylinders,gas,150564,clean,automatic,4wd,full-size,pickup,grey,az
21900,2017,volkswagen,excellent,4 cylinders,gas,46115,clean,automatic,fwd,mid-size,hatchback,silver,co
15995,2013,cadillac,excellent,6 cylinders,gas,108059,clean,automatic,fwd,full-size,sedan,black,wi
17900,2017,buick,excellent,6 cylinders,gas,57250,rebuilt,automatic,4wd,mid-size,SUV,silver,mi
29981,2016,gmc,excellent,6 cylinders,gas,37553,clean,automatic,4wd,full-size,truck,white,ky
7900,2009,toyota,good,6 cylinders,gas,190524,clean,automatic,fwd,full-size,SUV,custom,wi
14890,2015,chevrolet,excellent,8 cylinders,gas,167675,clean,automatic,rwd,full-size,van,white,al
1,2019,lincoln,excellent,10 cylinders,gas,62484,clean,other,4wd,compact,sedan,black,fl
6999,2008,chevrolet,excellent,8 cylinders,gas,207091,clean,automatic,4wd,full-size,SUV,custom,tx
1,2016,mercedes-benz,excellent,6 cylinders,gas,68376,clean,other,4wd,compact,wagon,white,fl
12900,2017,mitsubishi,excellent,4 cylinders,gas,54307,clean,automatic,fwd,mid-size,SUV,grey,nm
23498,2013,chevrolet,good,8 cylinders,gas,101723,clean,automatic,4wd,full-size,truck,black,vt
13900,2013,ford,excellent,4 cylinders,gas,28273,clean,automatic,fwd,mid-size,sedan,red,ny
14835,2011,chevrolet,good,8 cylinders,gas,168540,clean,automatic,4wd,full-size,truck,black,ma
16995,2017,honda,like new,4 cylinders,gas,30216,clean,automatic,fwd,mid-size,sedan,silver,oh
17995,2013,chevrolet,good,8 cylinders,gas,110062,clean,automatic,4wd,full-size,truck,white,ny
3995,2006,gmc,good,6 cylinders,gas,224813,clean,automatic,4wd,compact,SUV,silver,co
10988,2006,chevrolet,good,8 cylinders,diesel,0,clean,automatic,rwd,full-size,truck,white,la
11500,2016,toyota,excellent,4 cylinders,gas,111641,clean,automatic,fwd,compact,sedan,black,tx
8995,2001,chevrolet,good,6 cylinders,gas,136585,clean,automatic,rwd,full-size,pickup,brown,nm
9399,2006,nissan,excellent,8 cylinders,gas,200954,clean,automatic,rwd,full-size,pickup,grey,fl
7950,2012,nissan,excellent,4 cylinders,gas,101400,clean,manual,fwd,mid-size,SUV,green,tx
8995,2008,buick,good,6 cylinders,gas,141000,clean,automatic,4wd,full-size,SUV,silver,il
13995,2013,honda,excellent,6 cylinders,gas,102002,clean,automatic,fwd,mid-size,SUV,black,la
10995,2012,kia,excellent,4 cylinders,gas,140000,clean,automatic,fwd,mid-size,sedan,grey,nc
12895,2012,ford,good,8 cylinders,gas,143837,clean,automatic,rwd,full-size,van,grey,mi
4900,2006,gmc,good,6 cylinders,gas,177281,clean,automatic,4wd,mid-size,SUV,silver,in
85867,2021,gmc,good,8 cylinders,gas,5704,clean,other,4wd,full-size,SUV,white,vt
27990,2011,ford,good,6 cylinders,diesel,123622,clean,automatic,rwd,full-size,truck,white,ok
13995,1990,toyota,excellent,6 cylinders,gas,146121,clean,manual,4wd,sub-compact,pickup,silver,or
11990,2016,honda,like new,4 cylinders,gas,62314,clean,automatic,fwd,mid-size,hatchback,yellow,mn
7199,2009,toyota,excellent,6 cylinders,gas,128291,clean,automatic,fwd,full-size,van,white,tx
5991,2013,kia,excellent,4 cylinders,gas,140567,clean,automatic,fwd,sub-compact,sedan,black,or
19499,2016,honda,excellent,4 cylinders,gas,44302,clean,automatic,4wd,compact,SUV,grey,ia
24990,2015,chevrolet,excellent,8 cylinders,gas,157349,clean,automatic,4wd,full-size,SUV,black,nd
7795,2012,chevrolet,excellent,4 cylinders,gas,150500,clean,automatic,fwd,mid-size,SUV,brown,mi
38400,2017,ford,excellent,8 cylinders,diesel,127725,clean,automatic,4wd,full-size,pickup,white,wi
5899,2005,jeep,excellent,6 cylinders,gas,109000,clean,automatic,4wd,mid-size,SUV,brown,ca
7495,2006,honda,excellent,4 cylinders,gas,149916,clean,automatic,4wd,mid-size,SUV,grey,wa
9500,2014,ford,excellent,4 cylinders,gas,219581,clean,automatic,fwd,full-size,van,white,ar
18600,2015,toyota,excellent,6 cylinders,gas,114542,clean,automatic,fwd,full-size,mini-van,black,al
4500,2009,volkswagen,good,6 cylinders,gas,131123,clean,automatic,fwd,full-size,mini-van,blue,nj
11999,2015,ford,excellent,4 cylinders,gas,76567,rebuilt,automatic,4wd,full-size,SUV,blue,oh
15988,2013,ford,excellent,6 cylinders,gas,79618,clean,automatic,rwd,sub-compact,convertible,red,wi
18487,2017,ford,good,6 cylinders,gas,154579,clean,automatic,rwd,mid-size,van,white,wi
4500,2008,mazda,excellent,4 cylinders,gas,140486,clean,automatic,fwd,mid-size,sedan,grey,pa
10495,2015,hyundai,excellent,4 cylinders,gas,90000,clean,automatic,fwd,compact,sedan,blue,fl
9950,2012,volkswagen,like new,4 cylinders,diesel,70000,clean,automatic,fwd,full-size,wagon,white,tx
15998,2018,chrysler,excellent,6 cylinders,gas,45996,clean,automatic,fwd,mid-size,mini-van,white,fl
25500,2002,porsche,excellent,6 cylinders,gas,81645,clean,automatic,4wd,full-size,convertible,grey,ri
7900,2009,jeep,good,6 cylinders,gas,100775,clean,automatic,4wd,mid-size,SUV,red,ma
73995,2019,ram,excellent,6 cylinders,diesel,23736,clean,automatic,4wd,full-size,pickup,black,ny
6495,2012,ford,like new,4 cylinders,gas,94295,clean,automatic,fwd,compact,sedan,red,nj
6800,2011,kia,good,4 cylinders,gas,156340,clean,automatic,fwd,mid-size,sedan,silver,pa
3995,2010,toyota,excellent,4 cylinders,gas,134360,clean,automatic,fwd,compact,sedan,black,ca
9990,2015,volkswagen,excellent,4 cylinders,gas,85829,clean,automatic,fwd,full-size,sedan,red,fl
6950,2007,jeep,good,6 cylinders,gas,146000,clean,automatic,4wd,full-size,SUV,black,ks
4595,2004,honda,good,4 cylinders,gas,147390,clean,manual,fwd,mid-size,sedan,grey,mi
23950,2005,ram,excellent,6 cylinders,diesel,242554,clean,manual,4wd,full-size,truck,yellow,ia
24995,2012,jeep,like new,6 cylinders,gas,104790,clean,manual,4wd,mid-size,SUV,black,or
3900,2011,kia,excellent,4 cylinders,gas,136000,clean,automatic,fwd,compact,sedan,red,mi
1,2016,nissan,excellent,6 cylinders,gas,19141,clean,other,rwd,mid-size,coupe,black,fl
4900,2006,ford,excellent,4 cylinders,gas,162759,clean,automatic,fwd,full-size,sedan,grey,fl
3000,2004,volvo,fair,4 cylinders,gas,147000,clean,automatic,4wd,mid-size,sedan,blue,nc
17991,2013,chevrolet,good,8 cylinders,gas,153152,clean,automatic,4wd,full-size,truck,white,ks
20311,2017,chevrolet,excellent,6 cylinders,gas,70729,clean,automatic,fwd,full-size,SUV,black,oh
12900,2015,volkswagen,excellent,4 cylinders,gas,70949,clean,automatic,fwd,mid-size,SUV,silver,fl
9995,2015,chevrolet,excellent,4 cylinders,gas,133552,clean,automatic,fwd,full-size,SUV,black,il
16795,2009,toyota,excellent,4 cylinders,gas,152696,clean,other,4wd,full-size,truck,blue,ky
8900,2013,toyota,excellent,4 cylinders,hybrid,58000,rebuilt,automatic,fwd,sub-compact,hatchback,grey,or
29990,2011,ford,good,8 cylinders,diesel,137481,clean,automatic,4wd,full-size,truck,white,ia
18500,2016,nissan,good,4 cylinders,gas,20130,clean,automatic,fwd,full-size,van,white,ca
34787,2014,chevrolet,excellent,8 cylinders,gas,79157,clean,automatic,4wd,mid-size,truck,black,ca
